10, 0.221263, 0.777335, 0.011571, 0.765763, 0.001402, 0.010677, 0.010707, 0.004625, 0.011464, 0.000038
28, 0.291971, 0.706546, 0.080311, 0.626235, 0.001483, 0.006171, 0.006198, 0.007542, 0.006061, 0.000035
46, 0.329687, 0.668807, 0.161318, 0.507488, 0.001506, 0.003495, 0.003498, 0.008752, 0.009942, 0.000022
64, 0.350674, 0.647816, 0.239712, 0.408104, 0.001510, 0.004362, 0.004359, 0.016602, 0.012523, 0.000024
82, 0.360088, 0.638397, 0.301044, 0.337353, 0.001515, 0.005082, 0.005095, 0.011380, 0.007250, 0.000019
100, 0.368095, 0.630372, 0.346728, 0.283643, 0.001532, 0.004936, 0.004939, 0.010296, 0.007345, 0.000012
200, 0.326451, 0.672024, 0.561362, 0.110662, 0.001524, 0.005549, 0.005549, 0.010951, 0.005586, 0.000012
300, 0.287821, 0.710649, 0.657894, 0.052755, 0.001530, 0.004350, 0.004349, 0.006608, 0.002619, 0.000009
400, 0.266788, 0.731679, 0.700269, 0.031409, 0.001533, 0.002577, 0.002580, 0.003596, 0.001587, 0.000008
500, 0.253199, 0.745269, 0.724332, 0.020937, 0.001532, 0.003501, 0.003505, 0.004594, 0.001193, 0.000008
