10, 0.616157, 0.378811, 0.001904, 0.376908, 0.005031, 0.008962, 0.009059, 0.000813, 0.009279, 0.000120
28, 0.691788, 0.302862, 0.010446, 0.292416, 0.005350, 0.003431, 0.003472, 0.001400, 0.003629, 0.000062
46, 0.728633, 0.265967, 0.026347, 0.239620, 0.005400, 0.003376, 0.003397, 0.003893, 0.004011, 0.000042
64, 0.753596, 0.240976, 0.038520, 0.202455, 0.005428, 0.003830, 0.003824, 0.005817, 0.003592, 0.000032
82, 0.767799, 0.226713, 0.050666, 0.176047, 0.005488, 0.003095, 0.003095, 0.002755, 0.001841, 0.000042
100, 0.781186, 0.213346, 0.056948, 0.156398, 0.005468, 0.005909, 0.005911, 0.009124, 0.003574, 0.000030
200, 0.808245, 0.186248, 0.096531, 0.089717, 0.005508, 0.002893, 0.002909, 0.003824, 0.001157, 0.000028
300, 0.812478, 0.182016, 0.120844, 0.061172, 0.005506, 0.008283, 0.008298, 0.011111, 0.002898, 0.000018
400, 0.817307, 0.177175, 0.130220, 0.046955, 0.005518, 0.005022, 0.005027, 0.006143, 0.001244, 0.000015
500, 0.812550, 0.181945, 0.145744, 0.036200, 0.005506, 0.006834, 0.006834, 0.008397, 0.001654, 0.000017
