10, 0.171872, 0.826745, 0.001999, 0.824746, 0.001383, 0.006489, 0.006529, 0.001437, 0.006601, 0.000056
28, 0.202693, 0.795816, 0.010251, 0.785565, 0.001491, 0.003275, 0.003282, 0.002595, 0.002438, 0.000019
46, 0.212250, 0.786240, 0.029451, 0.756789, 0.001510, 0.004898, 0.004930, 0.004074, 0.004868, 0.000038
64, 0.220977, 0.777502, 0.054899, 0.722604, 0.001520, 0.002683, 0.002687, 0.004754, 0.004755, 0.000018
82, 0.230309, 0.768164, 0.085951, 0.682212, 0.001527, 0.003611, 0.003625, 0.003588, 0.002531, 0.000015
100, 0.233980, 0.764504, 0.117028, 0.647477, 0.001516, 0.002538, 0.002545, 0.003831, 0.005392, 0.000014
200, 0.248860, 0.749618, 0.310166, 0.439452, 0.001523, 0.002071, 0.002080, 0.009606, 0.009122, 0.000011
300, 0.249168, 0.749296, 0.457798, 0.291498, 0.001536, 0.001937, 0.001943, 0.003421, 0.002097, 0.000009
400, 0.244708, 0.753760, 0.551635, 0.202125, 0.001532, 0.001573, 0.001576, 0.006262, 0.005816, 0.000006
500, 0.239442, 0.759027, 0.615299, 0.143728, 0.001532, 0.001642, 0.001643, 0.003345, 0.002223, 0.000003
