10, 0.222369, 0.776242, 0.003898, 0.772344, 0.001390, 0.008981, 0.009003, 0.002421, 0.010256, 0.000040
28, 0.301988, 0.696523, 0.032078, 0.664445, 0.001490, 0.005933, 0.005939, 0.004457, 0.006539, 0.000024
46, 0.350767, 0.647724, 0.074387, 0.573337, 0.001508, 0.001729, 0.001725, 0.006738, 0.006648, 0.000019
64, 0.386685, 0.611804, 0.112335, 0.499469, 0.001511, 0.003628, 0.003637, 0.006384, 0.005943, 0.000021
82, 0.406947, 0.591544, 0.158885, 0.432659, 0.001509, 0.007145, 0.007136, 0.016389, 0.010106, 0.000019
100, 0.424268, 0.574213, 0.194085, 0.380128, 0.001519, 0.007803, 0.007812, 0.020057, 0.013164, 0.000022
200, 0.446346, 0.552123, 0.346428, 0.205695, 0.001530, 0.005254, 0.005259, 0.010770, 0.006146, 0.000009
300, 0.414453, 0.584014, 0.461679, 0.122335, 0.001533, 0.008916, 0.008914, 0.016265, 0.007752, 0.000011
400, 0.380425, 0.618043, 0.541043, 0.077000, 0.001533, 0.009220, 0.009221, 0.012157, 0.003274, 0.000005
500, 0.357198, 0.641267, 0.586948, 0.054320, 0.001534, 0.008220, 0.008220, 0.010892, 0.002779, 0.000007
