10, 0.672319, 0.326245, 0.040324, 0.285921, 0.001436, 0.015008, 0.015024, 0.011404, 0.007436, 0.000040
28, 0.807476, 0.191056, 0.067988, 0.123068, 0.001468, 0.025804, 0.025810, 0.027581, 0.005225, 0.000026
46, 0.816764, 0.181714, 0.104363, 0.077351, 0.001521, 0.030505, 0.030515, 0.030007, 0.003121, 0.000025
64, 0.812316, 0.186172, 0.131649, 0.054522, 0.001513, 0.025440, 0.025431, 0.026723, 0.003434, 0.000022
82, 0.773960, 0.224526, 0.182927, 0.041599, 0.001514, 0.037840, 0.037841, 0.038371, 0.001959, 0.000022
100, 0.760161, 0.238329, 0.205705, 0.032623, 0.001511, 0.052290, 0.052284, 0.053569, 0.001718, 0.000016
200, 0.526567, 0.471901, 0.460323, 0.011578, 0.001532, 0.090535, 0.090538, 0.092148, 0.001642, 0.000012
300, 0.343480, 0.654989, 0.649567, 0.005422, 0.001531, 0.029189, 0.029193, 0.029640, 0.000558, 0.000015
400, 0.298880, 0.699586, 0.695855, 0.003731, 0.001534, 0.018238, 0.018235, 0.018457, 0.000265, 0.000010
500, 0.285539, 0.712928, 0.710129, 0.002799, 0.001533, 0.029024, 0.029024, 0.029175, 0.000155, 0.000006
