10, 0.216821, 0.781793, 0.012822, 0.768972, 0.001386, 0.007618, 0.007645, 0.004078, 0.007750, 0.000038
28, 0.290609, 0.707918, 0.075964, 0.631954, 0.001473, 0.004473, 0.004473, 0.007502, 0.008598, 0.000031
46, 0.331796, 0.666695, 0.152876, 0.513820, 0.001508, 0.004287, 0.004303, 0.016536, 0.015602, 0.000032
64, 0.350878, 0.647611, 0.237726, 0.409885, 0.001511, 0.006520, 0.006519, 0.014683, 0.010771, 0.000018
82, 0.357512, 0.640977, 0.305488, 0.335488, 0.001512, 0.004362, 0.004360, 0.011964, 0.009390, 0.000022
100, 0.359548, 0.638934, 0.361703, 0.277231, 0.001518, 0.005329, 0.005329, 0.010311, 0.006826, 0.000013
200, 0.325757, 0.672719, 0.561851, 0.110868, 0.001524, 0.009269, 0.009268, 0.015290, 0.006962, 0.000006
300, 0.290545, 0.707921, 0.653560, 0.054361, 0.001533, 0.005121, 0.005127, 0.008090, 0.003361, 0.000008
400, 0.268402, 0.730060, 0.698792, 0.031269, 0.001538, 0.003462, 0.003465, 0.004672, 0.002011, 0.000009
500, 0.252448, 0.746021, 0.725805, 0.020216, 0.001531, 0.003766, 0.003764, 0.004765, 0.001128, 0.000008
